iter	Logloss
292	0.282583731
293	0.2825070312
294	0.282438138
295	0.282352047
296	0.2822773158
297	0.2822065445
298	0.2821206082
299	0.2820263428
300	0.2819593372
301	0.2819247632
302	0.2818249931
303	0.2817462649
304	0.2816827319
305	0.2816072793
306	0.2815207761
307	0.2814484223
308	0.2813474249
309	0.2812565601
310	0.2811817971
311	0.2810997084
312	0.2810508644
313	0.2809598837
314	0.2808986082
315	0.2808026693
316	0.2807262384
317	0.2806577056
318	0.2805675388
319	0.2804839854
320	0.2804066997
321	0.2803193205
322	0.2802271229
323	0.2801393058
324	0.2800933679
325	0.2800284794
326	0.2799376186
327	0.279859873
328	0.2798125162
329	0.2797096957
330	0.2796327751
331	0.2795530431
332	0.2794603925
333	0.2793725989
334	0.2793106479
335	0.2792506712
336	0.2791740472
337	0.2790781621
338	0.2790327127
339	0.2789614585
340	0.2788800028
341	0.2788338842
342	0.2787499065
343	0.2786710009
344	0.2786129596
345	0.278523659
346	0.2784382822
347	0.2783697475
348	0.2782945062
349	0.2782536176
350	0.2781868467
351	0.2781215242
352	0.2780467082
353	0.2779833797
354	0.2779087444
355	0.277846026
356	0.2777755687
357	0.2776927996
358	0.2776027192
359	0.2775494404
360	0.2774838885
361	0.2774375552
362	0.2773867393
363	0.2773045635
364	0.2772553951
365	0.2771927787
366	0.2771329741
367	0.2770653977
368	0.2769577357
369	0.276903188
370	0.2768133251
371	0.2767496967
372	0.2766654044
373	0.2765959099
374	0.2765327624
375	0.2764654479
376	0.2763867713
377	0.2762982267
378	0.2762328452
379	0.2761726377
380	0.2761298364
381	0.2760523581
382	0.2759805887
383	0.2759119544
384	0.2758463231
385	0.2757724303
386	0.2757340079
387	0.2756714284
388	0.2756007878
389	0.2755311333
390	0.2754869059
391	0.2754390491
392	0.2753829428
393	0.2753092902
394	0.2752413372
395	0.2751879233
396	0.2750999835
397	0.2750527012
398	0.2749900541
399	0.2749033551
400	0.2748430746
401	0.2747841896
402	0.2747109332
403	0.274654352
404	0.2745815897
405	0.2745014668
406	0.2744435428
407	0.2743598133
408	0.2742973173
409	0.2742283475
410	0.2741486399
411	0.2740979818
412	0.2740075129
413	0.2739432911
414	0.2738787468
415	0.2738236091
416	0.2737685809
417	0.2736896284
418	0.2736413634
419	0.2735734777
420	0.2734789935
421	0.2734200281
422	0.2733081105
423	0.2732144561
424	0.2731489116
425	0.2730711297
426	0.2730279085
427	0.2729519913
428	0.2728990199
429	0.2728358661
430	0.2727753625
431	0.27268808
432	0.2726168833
433	0.272581052
434	0.2725364335
435	0.2724616289
436	0.272398795
437	0.2723212091
438	0.2722613949
439	0.2722016281
440	0.2721499081
441	0.2720845194
442	0.2720367327
443	0.2719952395
444	0.2719175752
445	0.2718651306
446	0.2718203621
447	0.2717690831
448	0.2716783785
449	0.2716018053
450	0.2715438143
451	0.2714947028
452	0.2714286022
453	0.2713541632
454	0.271297339
455	0.2712193316
456	0.2711490698
457	0.2710731797
458	0.2710179561
459	0.2709824237
460	0.2709142399
461	0.2708524502
462	0.270778715
463	0.2707243172
464	0.2706621466
465	0.2706105556
466	0.2705358913
467	0.2704934502
468	0.2704458584
469	0.2704068538
470	0.2703617673
471	0.2703125411
472	0.2702540997
473	0.2701958009
474	0.2701227075
475	0.2700604117
476	0.270005061
477	0.2699263466
478	0.2698656978
479	0.2698144606
480	0.269766363
481	0.2697296552
482	0.2696633859
483	0.2696251635
484	0.2695535342
485	0.2695015357
486	0.2694485329
487	0.2694116019
488	0.2693462633
489	0.2692693954
490	0.2692081098
491	0.2691455132
492	0.2690542272
493	0.2690023738
494	0.2689209158
495	0.2688699971
496	0.2688338785
497	0.2687739022
498	0.2687093919
499	0.2686696572
500	0.2685896241
501	0.268533378
502	0.2684773997
503	0.2684284736
504	0.2683496683
505	0.2682967785
506	0.2682257125
507	0.2681738302
508	0.2681512054
509	0.2680892746
510	0.2680282434
511	0.2679682285
512	0.2679313951
513	0.2678897811
514	0.2678427531
515	0.2677925797
516	0.2677318947
517	0.2676269609
518	0.2675580872
519	0.2675002673
520	0.26743504
521	0.2673897705
522	0.2673412948
523	0.2672776204
524	0.267244464
525	0.2671797324
526	0.2671102787
527	0.2670763245
528	0.2670232579
529	0.2669561398
530	0.26690643
531	0.2668694141
532	0.2668030665
533	0.2667458158
534	0.2667046553
535	0.2666526335
536	0.2666052603
537	0.2665625366
538	0.2665016061
539	0.2664519648
540	0.2664076538
541	0.2663726165
542	0.2663198971
543	0.2662687175
544	0.2662135455
545	0.2661138172
546	0.2660553564
547	0.2659879617
548	0.2659380265
549	0.2658583475
550	0.2658213699
551	0.2657681231
552	0.2657243062
553	0.2656609902
554	0.2656068673
555	0.2655486708
556	0.2654934325
557	0.2654147907
558	0.2653594953
559	0.2653047255
560	0.2652540212
561	0.2651840004
562	0.2651036032
563	0.2650546471
564	0.2649968446
565	0.2649528159
566	0.2649016941
567	0.2648592939
568	0.2648108667
569	0.2647565134
570	0.2646955973
571	0.2646403436
572	0.2646073715
573	0.2645521385
574	0.2644981937
575	0.2644416318
576	0.2643739635
577	0.2643167148
578	0.2642537496
579	0.2642005705
580	0.2641490191
581	0.26407495
582	0.2640121871
583	0.2639343212
584	0.2638980233
585	0.2638511742
586	0.2637851041
587	0.2637476159
588	0.2637081921
589	0.2636772779
590	0.2636252122
591	0.2636004787
592	0.2635334259
593	0.2634941213
594	0.2634714682
595	0.2634146535
596	0.2633645587
597	0.2633295764
598	0.263295451
599	0.263248068
600	0.263175276
601	0.2631218822
602	0.2630801476
603	0.263042488
604	0.2630015555
605	0.2629413499
606	0.2628769875
607	0.2628532089
608	0.2628029697
609	0.2627586922
610	0.2626795355
611	0.2626238991
612	0.2625274462
613	0.2624705995
614	0.2624439949
615	0.2623689836
616	0.2623324245
617	0.2622759817
618	0.2622380183
619	0.2621984892
620	0.2621485586
621	0.2621033273
622	0.2620268144
623	0.2619974173
624	0.2619461099
625	0.2618843502
626	0.2618339143
627	0.2617698462
628	0.2617287151
629	0.2616765298
630	0.2616303289
631	0.2615736716
632	0.2615273406
633	0.2614949554
634	0.2614381166
635	0.2613855621
636	0.2613096156
637	0.2612720216
638	0.2611985899
639	0.2611461584
640	0.2610945067
641	0.2610743883
642	0.2610186457
643	0.2609710757
644	0.2609015559
645	0.2608479848
646	0.2608107595
647	0.2607666119
648	0.2607277977
649	0.2606643259
650	0.2606121155
651	0.2605732443
652	0.2605222666
653	0.2604743027
654	0.26041821
655	0.2603607528
656	0.2602773563
657	0.2602192333
658	0.2601862025
659	0.2601139198
660	0.260077212
661	0.2600329178
662	0.2599835936
663	0.2599138758
664	0.2598621446
665	0.2598205179
666	0.2597675187
667	0.259718247
668	0.2596676331
669	0.259631673
670	0.2595934319
671	0.259503973
672	0.2594467076
673	0.2593595313
674	0.2593215105
675	0.2592605283
676	0.2592267056
677	0.2591724354
678	0.2591210307
679	0.2590751961
680	0.2590458327
681	0.2590067892
682	0.2589506226
683	0.2589070698
684	0.2588761229
685	0.2588376524
686	0.258820803
687	0.2587551053
688	0.2587152951
689	0.2586886415
690	0.2586573353
691	0.2586276671
692	0.2585832042
693	0.2585469826
694	0.2584872165
695	0.2584464408
696	0.258395489
697	0.2583308411
698	0.2582665735
699	0.2582382249
700	0.2581878855
701	0.2581177192
702	0.258044777
703	0.2579847698
704	0.2579369364
705	0.2578860962
706	0.2578015168
707	0.2577630858
708	0.2577113812
709	0.2576591169
710	0.2576018013
711	0.2575682833
712	0.2575261334
713	0.2574790863
714	0.2574383767
715	0.2573925726
716	0.2573282921
717	0.2572930265
718	0.2572434376
719	0.257194211
720	0.2571468791
721	0.2570774409
722	0.2570391567
723	0.2569772813
724	0.2569343313
725	0.2568766676
726	0.2568388304
727	0.2567978335
728	0.2567403906
729	0.2567157374
730	0.2566571549
731	0.2566051436
732	0.2565635342
733	0.2565235279
734	0.2564686213
735	0.2564316343
736	0.2563797894
737	0.256314632
738	0.2562500755
739	0.2562190515
740	0.2561441669
741	0.2561028137
742	0.2560536554
743	0.2559821759
744	0.2559302639
745	0.2558734057
746	0.2558151993
747	0.2557770004
748	0.2557305824
749	0.2556749853
750	0.2556288453
751	0.2555890365
752	0.2555549855
753	0.2555363733
754	0.2554582838
755	0.2554263292
756	0.2554114146
757	0.2553465204
758	0.2553158763
759	0.2552830347
760	0.2552403535
761	0.2551682385
762	0.2551335226
763	0.2550884856
764	0.2549775971
765	0.2549103233
766	0.254846359
767	0.2548023083
768	0.2547178191
769	0.2546824452
770	0.2546487081
771	0.2545936037
772	0.254550368
773	0.2545179919
774	0.2544678112
775	0.2544225083
776	0.2543504771
777	0.2543114895
778	0.2542629308
779	0.2542255416
780	0.2541744602
781	0.2541280338
782	0.2540914601
783	0.2540537325
784	0.2539563439
785	0.2539143712
786	0.2538742722
787	0.2538200811
788	0.2537684536
789	0.2537254406
790	0.253660478
791	0.2536227532
792	0.2535760174
793	0.2535434409
794	0.2535140558
795	0.2534653136
796	0.2534019341
797	0.2533555103
798	0.2533211564
799	0.2532914541
800	0.2532612704
801	0.2532263503
802	0.2531878548
803	0.2531289428
804	0.2531000937
805	0.2530446955
806	0.2529937187
807	0.2529643596
808	0.2529297482
809	0.2528979415
810	0.2528678075
811	0.2528135435
812	0.2527394586
813	0.2527043298
814	0.2526821348
815	0.2526468959
816	0.2526053962
817	0.2525800495
818	0.2525239693
819	0.2524768457
820	0.2524391767
821	0.252392485
822	0.2523518783
823	0.2522917967
824	0.2522273662
825	0.2522021165
826	0.2521611145
827	0.2521359793
828	0.2521011362
829	0.2520588457
830	0.252002195
831	0.2519745152
832	0.2519259266
833	0.2518649751
834	0.2518000587
835	0.2517381131
836	0.2516970405
837	0.2516640339
838	0.2516215336
839	0.2515805854
840	0.2515266547
841	0.2514926849
842	0.2514439342
843	0.2513948129
844	0.2513533204
845	0.2513092705
846	0.251280599
847	0.2512329201
848	0.2511968371
849	0.2511650979
850	0.251111832
851	0.2510742951
852	0.2510318153
853	0.250969847
854	0.2509402665
855	0.2509007912
856	0.2508609862
857	0.2508293134
858	0.2507659026
859	0.2506956942
860	0.2506325803
861	0.2505839747
862	0.2505501226
863	0.2504984525
864	0.2504516832
865	0.2504121936
866	0.2503817748
867	0.2503273922
868	0.2502854832
869	0.2502544571
870	0.2502358813
871	0.2502065557
872	0.2501655216
873	0.2501228345
874	0.2500553557
875	0.2499964553
876	0.2499601149
877	0.2499342573
878	0.2498963094
879	0.2498652191
880	0.2498367076
881	0.2497941913
882	0.2497404551
883	0.2497007129
884	0.2496407001
885	0.2495982838
886	0.2495536633
887	0.2495034899
888	0.2494688378
889	0.2494377946
890	0.249387748
891	0.2493602174
892	0.2493258175
893	0.249294014
894	0.2492267537
895	0.2491875296
896	0.2491341691
897	0.2491098691
898	0.249093688
899	0.2490393878
900	0.2490097746
901	0.2489765168
902	0.2489365536
903	0.2488867868
904	0.2488575694
905	0.2488182644
906	0.2487424718
907	0.2487245571
908	0.2486893463
909	0.2486618315
910	0.2486065222
911	0.2485843649
912	0.2485395281
913	0.2484669299
914	0.2483950841
915	0.2483615341
916	0.248303576
917	0.2482838898
918	0.248244056
919	0.2482100653
920	0.2481376802
921	0.2480884067
922	0.2480276791
923	0.2479812837
924	0.2479670406
925	0.2479020869
926	0.2478443119
927	0.2477966744
928	0.2477398024
929	0.2476967719
930	0.247642219
931	0.2476072524
932	0.2475474384
933	0.2474924573
934	0.2474703782
935	0.2474303833
936	0.2473907792
937	0.2473502702
938	0.247324466
939	0.2472971434
940	0.247277823
941	0.2472412606
942	0.2472087112
943	0.2471803471
944	0.2471362117
945	0.2470986637
946	0.2470405059
947	0.2470140807
948	0.2469576719
949	0.246917962
950	0.2468601053
951	0.246810736
952	0.2467835454
953	0.246738947
954	0.2467079543
955	0.2466286097
956	0.2466008555
957	0.2465492313
958	0.2464851161
959	0.2464588158
960	0.2464137743
961	0.2463818249
962	0.2463363863
963	0.2462696827
964	0.2462265564
965	0.2461859417
966	0.2461472749
967	0.2461013904
968	0.2460689368
969	0.2460325227
970	0.2459954913
971	0.2459526182
972	0.2459180612
973	0.245884853
974	0.2458218077
975	0.2458013263
976	0.2457630612
977	0.2457274545
978	0.2456692905
979	0.2456103861
980	0.2455618792
981	0.2455004566
982	0.2454395853
983	0.2453852303
984	0.2453551003
985	0.2453238716
986	0.2452935369
987	0.2452569652
988	0.2452156492
989	0.2451715803
990	0.2451342284
991	0.2451162307
992	0.2450525584
993	0.2450326196
994	0.24498078
995	0.2449482119
996	0.2449046216
997	0.2448619155
998	0.2448042635
999	0.2447866489
